w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_center_T
27.2,13.0,3.4,17.6,8.0,42.4,0.0,0.51,14.0,29.0,0.14,0.01,2.0,34.0,0.14,0.07,0.1,0.25,0.6,2.6,4.3,3.3,14.0,12.0,0.6,4.5,1.8,3.4,0.44,1.8,0.0433467449705413
50.0,1.0,11.8,15.2,9.2,16.0,0.0,0.51,14.0,31.0,0.175,0.01,2.0,24.0,0.14,0.04,0.1,0.18,0.4,1.8,5.0,4.5,6.0,24.0,4.7,1.3,3.1,2.5,0.19,3.1,0.0285037175706955
29.6,1.0,13.0,4.4,17.6,52.0,0.0,0.5,14.0,33.0,0.105,0.02,2.0,18.0,0.14,0.05,0.1,0.16,2.3,2.5,4.6,3.5,28.0,26.0,4.6,3.0,2.5,0.5,0.5,1.1,0.16246132785412
30.8,3.4,9.4,4.4,8.0,8.8,0.0,0.51,14.0,33.0,0.14,0.04,2.0,27.0,0.105,0.03,0.1,0.22,0.6,2.7,5.0,2.8,10.0,20.0,3.6,3.7,4.5,4.2,0.26,1.0,0.151324555646584
51.2,8.2,9.4,10.4,16.4,49.6,0.0,0.51,14.0,19.0,0.175,0.03,2.0,16.0,0.105,0.05,0.1,0.11,0.8,1.1,4.0,3.6,30.0,30.0,1.6,0.5,1.4,1.6,0.42,2.6,0.0387902498416457
40.4,4.6,1.0,12.8,11.6,50.8,0.0,0.51,14.0,32.0,0.105,0.05,2.0,26.0,0.105,0.1,0.1,0.47,1.0,3.5,3.3,2.4,24.0,26.0,3.9,2.6,0.2,2.0,0.39,1.4,0.0403947220189862
35.6,10.6,8.2,21.2,21.2,48.4,0.0,0.5,14.0,22.0,0.07,0.02,2.0,23.0,0.07,0.04,0.1,0.26,1.7,2.7,4.8,3.8,10.0,19.0,2.5,4.2,3.1,2.1,1.55,2.9,0.0270936693706749
16.4,11.8,13.0,22.4,18.8,31.6,0.0,0.5,14.0,28.0,0.105,0.08,2.0,29.0,0.07,0.04,0.1,0.35,2.3,2.8,4.7,3.1,0.0,5.0,3.2,2.1,4.5,2.5,0.42,2.0,0.0551707683094104
17.6,2.2,5.8,5.6,23.6,46.0,0.0,0.51,14.0,17.0,0.105,0.03,2.0,17.0,0.14,0.04,0.1,0.22,1.8,1.5,4.4,4.0,18.0,6.0,5.0,1.9,4.8,0.8,1.32,3.6,0.209796931156499
51.2,10.6,10.6,9.2,14.0,7.6,0.0,0.5,14.0,5.0,0.035,0.01,2.0,17.0,0.035,0.01,0.1,0.09,1.6,0.3,4.6,4.7,24.0,28.0,2.1,4.3,0.2,2.6,0.17,2.6,0.0429811558245562
17.6,10.6,3.4,12.8,26.0,31.6,0.0,0.5,14.0,30.0,0.035,0.01,2.0,32.0,0.105,0.08,0.1,0.22,2.5,3.6,5.0,4.0,14.0,7.0,3.9,3.3,2.0,1.0,0.47,2.9,0.0891552436432987
11.6,11.8,2.2,10.4,10.4,25.6,0.0,0.51,14.0,30.0,0.175,0.05,2.0,13.0,0.175,0.03,0.1,0.28,0.9,0.6,3.8,5.0,9.0,8.0,3.0,1.3,4.0,1.1,0.26,1.4,0.173033720518679
52.4,8.2,13.0,12.8,6.8,46.0,0.0,0.51,14.0,24.0,0.07,0.03,2.0,15.0,0.105,0.02,0.1,0.22,0.4,0.5,3.2,5.0,13.0,26.0,4.4,4.8,4.7,1.8,0.32,2.1,0.0306727933324211
30.8,1.0,5.8,14.0,4.4,6.4,0.0,0.5,14.0,28.0,0.07,0.01,2.0,6.0,0.07,0.03,0.1,0.34,0.3,2.7,1.3,1.5,24.0,5.0,1.6,1.2,1.8,2.1,0.18,1.0,0.0500719044709176
8.0,5.8,11.8,11.6,18.8,53.2,0.0,0.5,14.0,18.0,0.14,0.02,2.0,18.0,0.07,0.04,0.1,0.48,1.6,2.1,4.3,3.1,16.0,24.0,2.6,1.5,1.8,5.0,0.48,2.1,0.223624519241937
47.6,3.4,8.2,5.6,18.8,40.0,0.0,0.51,14.0,24.0,0.175,0.08,2.0,11.0,0.035,0.01,0.1,0.12,1.2,1.9,3.8,4.6,3.0,12.0,4.6,1.7,3.6,2.9,0.28,3.0,0.0751050177510497
36.8,10.6,13.0,22.4,6.8,24.4,0.0,0.51,14.0,23.0,0.14,0.08,2.0,14.0,0.105,0.09,0.1,0.5,0.7,2.0,3.9,2.6,9.0,17.0,3.3,1.8,1.0,1.8,0.37,1.1,0.0250551428365107
52.4,4.6,11.8,14.0,16.4,25.6,0.0,0.5,14.0,35.0,0.14,0.02,2.0,25.0,0.14,0.05,0.1,0.5,1.5,3.6,3.8,4.1,28.0,22.0,2.4,3.0,4.6,4.5,1.05,2.6,0.0300778824137656
18.8,8.2,5.8,21.2,23.6,36.4,0.0,0.5,14.0,32.0,0.07,0.01,2.0,32.0,0.175,0.02,0.1,0.39,1.1,3.4,4.9,4.6,6.0,28.0,0.5,4.7,0.6,2.7,1.08,2.5,0.0505737834839751
11.6,1.0,8.2,16.4,15.2,47.2,0.0,0.51,14.0,25.0,0.105,0.05,2.0,15.0,0.07,0.06,0.1,0.45,1.7,2.4,3.9,3.4,27.0,20.0,2.9,0.1,3.1,3.1,1.26,1.0,0.116415964579896
23.6,10.6,11.8,20.0,16.4,19.6,0.0,0.51,14.0,22.0,0.175,0.09,2.0,31.0,0.14,0.03,0.1,0.21,1.4,2.5,3.8,2.6,29.0,2.0,1.0,3.9,0.5,2.1,0.37,2.1,0.0435639148918354
30.8,1.0,1.0,3.2,9.2,25.6,0.0,0.51,14.0,25.0,0.14,0.1,2.0,20.0,0.14,0.04,0.1,0.38,1.2,1.6,4.7,1.2,30.0,7.0,1.0,2.8,1.7,4.6,0.31,1.1,0.205358976142062
22.4,4.6,13.0,5.6,21.2,28.0,0.0,0.51,14.0,8.0,0.175,0.1,2.0,21.0,0.07,0.01,0.1,0.25,2.6,1.0,4.4,3.1,19.0,14.0,2.5,0.9,4.2,4.3,0.35,2.9,0.16102187145869
15.2,2.2,4.6,10.4,15.2,36.4,0.0,0.51,14.0,34.0,0.105,0.01,2.0,21.0,0.175,0.07,0.1,0.38,1.6,3.3,3.1,2.2,14.0,13.0,4.0,2.5,4.4,4.2,0.75,2.0,0.131021761225429
12.8,9.4,8.2,24.8,21.2,47.2,0.0,0.51,14.0,33.0,0.175,0.1,2.0,19.0,0.035,0.01,0.1,0.36,1.4,3.3,4.0,3.6,29.0,18.0,3.0,2.3,2.3,1.0,1.2,3.0,0.062222702932393
15.2,2.2,3.4,11.6,4.4,16.0,0.0,0.51,14.0,19.0,0.07,0.04,2.0,26.0,0.14,0.08,0.1,0.25,0.3,0.4,2.0,1.9,0.0,28.0,3.0,3.6,1.4,4.5,0.19,1.6,0.1201401104766
44.0,13.0,3.4,24.8,4.4,53.2,0.0,0.5,14.0,33.0,0.105,0.06,2.0,19.0,0.175,0.08,0.1,0.24,0.5,0.5,1.7,4.5,20.0,5.0,4.3,3.3,0.7,2.9,0.22,1.2,0.0189706681933329
27.2,4.6,11.8,5.6,23.6,16.0,0.0,0.5,14.0,29.0,0.035,0.02,2.0,9.0,0.07,0.06,0.1,0.39,1.2,2.1,4.6,3.4,13.0,28.0,3.4,4.3,0.5,3.6,0.24,3.1,0.132803967509797
23.6,3.4,2.2,21.2,26.0,13.6,0.0,0.51,14.0,20.0,0.07,0.01,2.0,29.0,0.105,0.03,0.1,0.11,2.5,1.5,4.9,3.9,28.0,26.0,1.0,0.4,0.8,3.8,0.33,2.9,0.0426818566812314
21.2,7.0,13.0,21.2,24.8,31.6,0.0,0.5,14.0,23.0,0.105,0.05,2.0,34.0,0.07,0.04,0.1,0.5,2.8,1.9,4.5,4.8,26.0,20.0,0.6,1.7,1.2,4.5,0.42,3.6,0.0455436252519641
34.4,7.0,9.4,23.6,6.8,49.6,0.0,0.5,14.0,28.0,0.175,0.03,2.0,25.0,0.105,0.03,0.1,0.09,0.5,2.0,2.0,2.3,18.0,3.0,4.4,3.8,2.7,3.8,0.1,1.5,0.0261363981292537
29.6,1.0,5.8,4.4,12.8,31.6,0.0,0.51,14.0,28.0,0.175,0.09,2.0,7.0,0.07,0.01,0.1,0.37,1.0,2.5,3.0,3.1,24.0,8.0,4.1,3.7,4.8,2.5,0.58,1.9,0.154962026391613
22.4,11.8,8.2,14.0,21.2,6.4,0.0,0.51,14.0,10.0,0.105,0.05,2.0,35.0,0.105,0.03,0.1,0.15,1.5,1.0,4.9,3.6,20.0,28.0,4.1,1.9,2.6,2.6,0.39,3.0,0.0637893273585203
27.2,11.8,4.6,15.2,15.2,34.0,0.0,0.5,14.0,24.0,0.035,0.01,2.0,24.0,0.105,0.06,0.1,0.13,1.1,1.2,3.9,4.9,2.0,11.0,1.7,3.4,1.9,4.2,0.86,2.3,0.0494812785991304
6.8,1.0,2.2,14.0,9.2,18.4,0.0,0.5,14.0,19.0,0.14,0.06,2.0,21.0,0.035,0.01,0.1,0.16,0.7,1.1,4.8,4.1,2.0,4.0,0.6,2.2,1.2,4.4,0.15,3.8,0.231632520415574
24.8,10.6,4.6,14.0,11.6,12.4,0.0,0.5,14.0,28.0,0.07,0.06,2.0,12.0,0.14,0.05,0.1,0.21,1.2,2.3,3.5,3.9,1.0,30.0,3.5,3.8,0.6,1.1,1.09,1.7,0.059225546268103
11.6,3.4,13.0,14.0,8.0,41.2,0.0,0.5,14.0,13.0,0.105,0.05,2.0,35.0,0.105,0.09,0.1,0.49,0.6,1.3,3.8,3.5,19.0,10.0,2.6,0.2,2.0,1.2,0.18,1.8,0.126311959333625
21.2,4.6,7.0,24.8,18.8,12.4,0.0,0.51,14.0,33.0,0.175,0.05,2.0,19.0,0.07,0.06,0.1,0.23,1.4,4.2,5.0,2.7,28.0,15.0,1.4,2.3,0.2,3.8,0.23,2.2,0.0390965777354879
29.6,1.0,5.8,9.2,12.8,34.0,0.0,0.5,14.0,19.0,0.105,0.01,2.0,28.0,0.14,0.05,0.1,0.29,0.6,0.4,4.0,3.7,18.0,27.0,5.0,0.6,4.6,3.3,0.19,1.6,0.0789980015534723
30.8,8.2,11.8,20.0,9.2,35.2,0.0,0.51,14.0,33.0,0.07,0.06,2.0,15.0,0.105,0.05,0.1,0.16,1.0,1.9,3.1,2.9,10.0,3.0,0.6,1.6,1.3,4.1,0.82,2.6,0.0334465646943268
15.2,9.4,3.4,17.6,4.4,6.4,0.0,0.5,14.0,24.0,0.14,0.05,2.0,31.0,0.07,0.04,0.1,0.11,0.4,0.4,1.9,3.7,23.0,20.0,1.1,0.9,3.6,4.4,0.13,1.5,0.0779093856284385
28.4,9.4,13.0,14.0,22.4,30.4,0.0,0.5,14.0,33.0,0.105,0.07,2.0,20.0,0.035,0.03,0.1,0.46,1.1,3.5,3.9,4.5,15.0,22.0,2.1,2.5,2.6,3.7,0.97,3.7,0.0508105789090665
36.8,3.4,13.0,22.4,12.8,28.0,0.0,0.51,14.0,29.0,0.07,0.04,2.0,18.0,0.14,0.08,0.1,0.21,1.3,2.0,3.1,2.7,27.0,12.0,3.5,4.9,0.1,1.2,0.29,2.3,0.0253560884606438
30.8,5.8,2.2,14.0,8.0,36.4,0.0,0.51,14.0,31.0,0.175,0.07,2.0,11.0,0.14,0.05,0.1,0.36,0.4,2.9,4.7,4.1,7.0,9.0,0.6,2.6,4.8,4.6,0.17,1.0,0.0473571576015559
48.8,10.6,9.4,22.4,10.4,48.4,0.0,0.51,14.0,34.0,0.105,0.04,2.0,23.0,0.175,0.04,0.1,0.27,1.3,2.5,4.8,3.4,0.0,8.0,1.7,2.9,4.4,1.6,0.49,2.7,0.018908449856297
15.2,7.0,13.0,16.4,23.6,17.2,0.0,0.5,14.0,17.0,0.105,0.03,2.0,23.0,0.105,0.03,0.1,0.18,2.4,1.8,4.8,4.3,13.0,30.0,5.0,1.1,4.9,3.9,0.4,4.2,0.0823823966274179
29.6,5.8,3.4,14.0,12.8,46.0,0.0,0.51,14.0,35.0,0.175,0.05,2.0,18.0,0.105,0.04,0.1,0.5,1.7,0.9,4.9,4.7,9.0,10.0,0.6,2.4,4.1,2.8,0.34,1.6,0.0494729644584933
23.6,3.4,13.0,8.0,12.8,6.4,0.0,0.5,14.0,31.0,0.07,0.04,2.0,21.0,0.14,0.06,0.1,0.31,1.5,0.9,3.9,4.8,6.0,20.0,4.9,1.6,3.4,3.4,0.39,3.4,0.108882568534607
21.2,3.4,8.2,20.0,15.2,35.2,0.0,0.5,14.0,35.0,0.14,0.09,2.0,17.0,0.105,0.04,0.1,0.42,1.8,4.4,3.0,4.1,19.0,20.0,1.0,2.4,0.6,3.1,0.17,2.8,0.0480148321601619
35.6,4.6,10.6,21.2,9.2,47.2,0.0,0.51,14.0,35.0,0.14,0.01,2.0,13.0,0.175,0.09,0.1,0.46,1.1,2.2,3.3,2.9,21.0,17.0,2.3,3.4,3.6,0.3,0.78,1.3,0.0274519953507751
30.8,1.0,8.2,11.6,5.6,37.6,0.0,0.5,14.0,18.0,0.175,0.07,2.0,26.0,0.07,0.04,0.1,0.22,0.5,1.3,3.3,4.9,15.0,29.0,1.2,1.1,2.8,3.4,0.33,1.6,0.0587986730382053
46.4,8.2,11.8,15.2,17.6,10.0,0.0,0.51,14.0,32.0,0.105,0.06,2.0,9.0,0.14,0.04,0.1,0.15,1.4,1.0,4.9,5.0,29.0,25.0,3.5,3.7,0.7,3.6,0.17,1.1,0.0290686959464517
23.6,8.2,8.2,16.4,6.8,30.4,0.0,0.51,14.0,32.0,0.07,0.03,2.0,30.0,0.14,0.03,0.1,0.16,0.9,2.0,4.2,1.2,15.0,1.0,3.3,3.1,1.6,0.7,0.25,1.1,0.0528237449266649
47.6,7.0,13.0,6.8,20.0,17.2,0.0,0.5,14.0,30.0,0.105,0.08,2.0,31.0,0.035,0.01,0.1,0.29,2.5,3.5,3.8,3.9,0.0,19.0,0.7,0.2,2.2,2.6,0.8,2.7,0.0614728555292517
50.0,2.2,4.6,24.8,22.4,22.0,0.0,0.51,14.0,30.0,0.105,0.06,2.0,29.0,0.07,0.03,0.1,0.21,1.9,3.1,4.7,3.2,7.0,13.0,0.3,3.6,1.5,2.3,1.88,3.1,0.0169897172949358
52.4,8.2,9.4,9.2,26.0,4.0,0.0,0.51,14.0,17.0,0.175,0.05,2.0,23.0,0.105,0.05,0.1,0.12,2.5,1.1,4.8,5.0,4.0,5.0,0.2,4.3,5.0,1.2,0.99,4.1,0.0424519593583197
21.2,3.4,10.6,10.4,24.8,44.8,0.0,0.51,14.0,16.0,0.07,0.06,2.0,9.0,0.175,0.04,0.1,0.47,2.1,1.9,4.4,4.4,17.0,1.0,2.9,1.0,4.6,0.1,0.96,3.1,0.0916673675106152
34.4,2.2,8.2,8.0,18.8,8.8,0.0,0.5,14.0,33.0,0.175,0.09,2.0,16.0,0.175,0.09,0.1,0.34,2.1,4.2,3.1,4.8,16.0,11.0,2.0,4.5,0.3,1.7,1.74,3.0,0.0763630526508075
45.2,3.4,11.8,10.4,17.6,43.6,0.0,0.51,14.0,34.0,0.105,0.03,2.0,31.0,0.14,0.05,0.1,0.33,1.8,1.6,4.1,4.5,19.0,9.0,4.7,4.5,0.9,2.5,0.69,3.6,0.0429701855112896
40.4,11.8,10.6,21.2,3.2,41.2,0.0,0.51,14.0,20.0,0.175,0.04,2.0,17.0,0.105,0.01,0.1,0.13,0.2,2.1,1.9,2.9,5.0,29.0,1.0,3.9,3.2,1.3,0.11,1.0,0.0245422843132281
8.0,8.2,3.4,18.8,14.0,48.4,0.0,0.51,14.0,11.0,0.035,0.03,2.0,33.0,0.105,0.06,0.1,0.41,0.6,1.0,3.6,3.7,23.0,29.0,0.1,4.8,0.5,2.1,0.11,3.4,0.135399494111109
52.4,5.8,9.4,8.0,20.0,34.0,0.0,0.5,14.0,15.0,0.105,0.02,2.0,15.0,0.07,0.07,0.1,0.37,1.5,1.7,5.0,2.4,0.0,22.0,3.3,3.9,2.5,2.9,0.84,1.7,0.0490662920906938
39.2,3.4,3.4,4.4,12.8,5.2,0.0,0.5,14.0,12.0,0.175,0.06,2.0,26.0,0.105,0.1,0.1,0.24,1.5,0.6,3.8,3.6,30.0,24.0,1.3,2.6,2.2,2.5,0.31,3.1,0.116394648573765
32.0,9.4,3.4,24.8,16.4,23.2,0.0,0.51,14.0,27.0,0.14,0.08,2.0,9.0,0.14,0.04,0.1,0.17,0.8,1.3,4.5,4.5,13.0,24.0,0.1,3.9,4.6,1.1,0.11,1.7,0.0262465358569391
16.4,2.2,4.6,23.6,6.8,6.4,0.0,0.5,14.0,9.0,0.14,0.08,2.0,10.0,0.175,0.09,0.1,0.39,0.3,1.2,3.3,3.1,22.0,12.0,4.1,4.2,2.1,3.0,0.15,2.4,0.0544995122819822
51.2,9.4,13.0,8.0,21.2,19.6,0.0,0.51,14.0,35.0,0.175,0.08,2.0,29.0,0.105,0.04,0.1,0.45,1.5,3.4,4.9,4.4,3.0,2.0,0.7,0.7,0.6,2.1,0.78,2.0,0.0488887644180144
11.6,3.4,5.8,9.2,9.2,50.8,0.0,0.51,14.0,27.0,0.07,0.05,2.0,21.0,0.07,0.04,0.1,0.47,0.9,0.9,3.3,5.0,6.0,1.0,2.6,0.6,2.4,2.1,0.64,2.5,0.19222854998606
10.4,8.2,9.4,11.6,24.8,22.0,0.0,0.5,14.0,19.0,0.07,0.01,2.0,31.0,0.175,0.01,0.1,0.16,2.6,1.3,5.0,3.9,25.0,17.0,3.6,2.8,4.1,2.9,0.19,3.1,0.173601451372065
28.4,4.6,4.6,24.8,18.8,30.4,0.0,0.5,14.0,26.0,0.105,0.04,2.0,20.0,0.14,0.07,0.1,0.49,1.3,1.6,4.4,2.2,23.0,1.0,0.7,5.0,0.4,2.0,0.22,1.9,0.0278966923173338
36.8,4.6,11.8,14.0,23.6,46.0,0.0,0.5,14.0,28.0,0.105,0.1,2.0,8.0,0.14,0.1,0.1,0.34,1.4,3.3,4.7,4.2,21.0,10.0,0.4,0.9,1.7,2.7,0.47,3.2,0.0365265370290929
29.6,9.4,1.0,10.4,8.0,29.2,0.0,0.51,14.0,12.0,0.175,0.03,2.0,26.0,0.14,0.1,0.1,0.23,0.6,1.2,2.4,3.9,28.0,13.0,0.2,3.2,0.5,3.9,0.36,1.2,0.0666615179650042
40.4,7.0,10.6,10.4,15.2,31.6,0.0,0.5,14.0,23.0,0.175,0.06,2.0,27.0,0.035,0.03,0.1,0.21,1.7,2.6,4.1,2.8,12.0,14.0,1.1,4.9,3.5,1.6,1.6,2.3,0.0485341215198207
47.6,2.2,8.2,5.6,16.4,38.8,0.0,0.5,14.0,34.0,0.105,0.02,2.0,35.0,0.035,0.01,0.1,0.23,2.1,2.1,5.0,4.8,25.0,22.0,4.2,5.0,2.3,2.9,1.16,2.3,0.0771435724297743
14.0,3.4,4.6,16.4,23.6,46.0,0.0,0.51,14.0,29.0,0.105,0.01,2.0,35.0,0.14,0.06,0.1,0.45,3.0,2.3,4.7,4.3,10.0,7.0,3.1,2.9,2.0,0.7,0.13,2.5,0.0923084268485053
36.8,4.6,2.2,17.6,11.6,23.2,0.0,0.51,14.0,26.0,0.175,0.04,2.0,12.0,0.14,0.07,0.1,0.26,1.1,1.1,4.9,2.5,11.0,22.0,0.2,0.8,2.7,2.8,0.54,1.8,0.0316850952841149
47.6,5.8,5.8,21.2,10.4,6.4,0.0,0.51,14.0,23.0,0.14,0.05,2.0,31.0,0.14,0.09,0.1,0.48,0.6,1.1,1.7,2.4,2.0,10.0,2.6,1.6,3.1,1.5,0.37,1.5,0.0207268738487506
40.4,8.2,7.0,23.6,14.0,41.2,0.0,0.5,14.0,20.0,0.14,0.05,2.0,24.0,0.14,0.07,0.1,0.39,1.2,1.0,3.7,3.5,30.0,4.0,3.5,4.9,1.6,1.3,0.66,3.1,0.0217531671375843
42.8,4.6,7.0,23.6,15.2,4.0,0.0,0.5,14.0,31.0,0.175,0.03,2.0,23.0,0.07,0.05,0.1,0.17,1.8,2.1,2.5,2.5,14.0,19.0,3.1,4.9,0.6,0.8,1.22,2.3,0.0214820970625093
23.6,1.0,2.2,9.2,17.6,41.2,0.0,0.5,14.0,22.0,0.035,0.01,2.0,16.0,0.14,0.08,0.1,0.48,1.3,3.0,4.5,4.6,18.0,11.0,3.1,1.2,4.4,2.8,0.23,2.5,0.0989896135382235
11.6,2.2,4.6,17.6,20.0,13.6,0.0,0.51,14.0,28.0,0.035,0.02,2.0,23.0,0.175,0.01,0.1,0.34,0.8,2.5,4.9,3.2,19.0,23.0,2.5,2.1,0.3,3.7,0.67,3.0,0.102656381603437
38.0,8.2,11.8,23.6,14.0,52.0,0.0,0.51,14.0,33.0,0.07,0.06,2.0,32.0,0.175,0.03,0.1,0.49,1.0,2.8,4.8,4.2,4.0,13.0,4.6,2.2,1.2,4.9,0.52,1.3,0.0235557331717506
47.6,4.6,10.6,18.8,16.4,8.8,0.0,0.51,14.0,18.0,0.035,0.01,2.0,7.0,0.175,0.05,0.1,0.3,1.8,0.9,3.6,1.9,3.0,24.0,3.1,2.4,4.2,5.0,0.75,1.7,0.0231889095904472
24.8,7.0,10.6,12.8,17.6,31.6,0.0,0.5,14.0,21.0,0.14,0.08,2.0,15.0,0.14,0.06,0.1,0.37,2.0,1.9,4.6,5.0,16.0,6.0,0.3,0.6,4.2,1.2,0.48,3.0,0.063649588084592
36.8,11.8,4.6,6.8,17.6,44.8,0.0,0.51,14.0,35.0,0.175,0.09,2.0,14.0,0.14,0.04,0.1,0.49,1.3,4.4,3.1,4.5,8.0,28.0,0.3,5.0,0.8,4.8,0.92,2.7,0.0783938716136576
45.2,9.4,10.6,24.8,16.4,41.2,0.0,0.51,14.0,34.0,0.07,0.05,2.0,30.0,0.14,0.02,0.1,0.29,0.7,1.9,4.1,4.8,11.0,11.0,3.0,1.9,4.0,2.8,0.1,1.5,0.0182208107235948
26.0,10.6,13.0,14.0,26.0,25.6,0.0,0.51,14.0,32.0,0.175,0.07,2.0,35.0,0.105,0.08,0.1,0.4,1.2,3.8,5.0,3.9,11.0,11.0,0.6,0.8,2.2,3.1,0.19,3.6,0.0548272768438905
32.0,4.6,11.8,21.2,12.8,43.6,0.0,0.5,14.0,20.0,0.14,0.07,2.0,34.0,0.14,0.08,0.1,0.5,1.6,1.0,4.9,3.3,30.0,9.0,5.0,4.3,4.9,3.7,0.52,3.1,0.0297857804621085
44.0,3.4,9.4,24.8,15.2,23.2,0.0,0.51,14.0,22.0,0.105,0.06,2.0,18.0,0.14,0.01,0.1,0.27,1.4,0.5,4.4,3.6,17.0,21.0,1.9,0.7,2.6,2.5,0.16,1.1,0.0199337548488525
22.4,11.8,5.8,14.0,9.2,13.6,0.0,0.5,14.0,22.0,0.105,0.06,2.0,22.0,0.14,0.03,0.1,0.15,1.0,3.0,3.0,3.6,14.0,14.0,2.5,2.9,4.8,3.9,0.26,1.4,0.0644738479246498
29.6,4.6,7.0,9.2,8.0,48.4,0.0,0.51,14.0,21.0,0.14,0.09,2.0,6.0,0.105,0.1,0.1,0.28,0.6,0.4,4.1,2.7,12.0,25.0,0.2,4.4,3.9,0.1,0.18,2.1,0.0757443822659131
36.8,5.8,9.4,15.2,8.0,37.6,0.0,0.5,14.0,30.0,0.175,0.09,2.0,14.0,0.105,0.01,0.1,0.22,0.5,1.4,4.5,2.5,1.0,22.0,3.3,2.3,4.6,0.1,0.43,1.4,0.0369978369530653
44.0,11.8,4.6,20.0,10.4,40.0,0.0,0.51,14.0,20.0,0.105,0.05,2.0,32.0,0.175,0.08,0.1,0.26,1.2,2.0,3.0,2.7,12.0,14.0,0.4,2.8,3.4,4.6,0.43,1.1,0.0232548230036649
41.6,4.6,11.8,21.2,4.4,53.2,0.0,0.51,14.0,19.0,0.14,0.03,2.0,12.0,0.105,0.02,0.1,0.44,0.4,2.5,2.4,3.1,26.0,30.0,3.7,1.0,3.5,4.9,0.11,1.8,0.0243412504758546
35.6,7.0,1.0,3.2,8.0,38.8,0.0,0.5,14.0,24.0,0.035,0.01,2.0,30.0,0.175,0.01,0.1,0.29,0.9,2.3,2.5,4.2,10.0,2.0,0.4,4.9,1.1,0.6,0.42,2.4,0.170584918130926
45.2,7.0,2.2,20.0,10.4,32.8,0.0,0.5,14.0,33.0,0.035,0.01,2.0,8.0,0.07,0.02,0.1,0.4,1.0,3.2,4.6,3.6,16.0,23.0,1.6,4.7,2.3,1.5,0.64,2.7,0.0228204876022127
17.6,11.8,4.6,15.2,10.4,17.2,0.0,0.5,14.0,32.0,0.035,0.02,2.0,7.0,0.175,0.04,0.1,0.32,1.2,3.5,4.6,2.6,5.0,9.0,2.9,1.0,4.4,5.0,1.07,1.6,0.0746693951791672
28.4,7.0,13.0,20.0,12.8,31.6,0.0,0.51,14.0,32.0,0.14,0.1,2.0,22.0,0.175,0.02,0.1,0.2,1.3,4.3,3.1,1.4,2.0,11.0,2.4,4.8,4.7,3.1,0.23,1.2,0.037307993528289
47.6,9.4,1.0,14.0,8.0,16.0,0.0,0.5,14.0,31.0,0.105,0.04,2.0,10.0,0.105,0.08,0.1,0.22,0.5,0.4,4.3,4.8,14.0,28.0,4.1,1.7,0.8,2.4,0.32,3.1,0.0312349853728674
21.2,10.6,3.4,14.0,3.2,44.8,0.0,0.51,14.0,33.0,0.175,0.09,2.0,31.0,0.105,0.09,0.1,0.39,0.4,4.1,1.4,4.4,25.0,17.0,1.4,3.9,4.2,0.7,0.1,1.2,0.0693219300240388
45.2,8.2,5.8,20.0,20.0,41.2,0.0,0.51,14.0,23.0,0.175,0.09,2.0,11.0,0.105,0.04,0.1,0.43,1.8,2.0,4.1,3.9,16.0,15.0,2.7,3.2,1.3,1.6,0.41,3.7,0.0228752281567158
28.4,5.8,1.0,6.8,15.2,52.0,0.0,0.51,14.0,11.0,0.035,0.03,2.0,28.0,0.105,0.01,0.1,0.24,0.7,1.2,3.7,4.5,10.0,11.0,4.7,1.1,0.6,0.2,0.38,1.3,0.105299148100269
24.8,7.0,4.6,8.0,6.8,35.2,0.0,0.51,14.0,26.0,0.105,0.05,2.0,20.0,0.105,0.03,0.1,0.49,0.6,2.8,3.5,2.4,17.0,12.0,5.0,2.6,4.0,1.4,0.16,2.2,0.102300445715572
39.2,4.6,2.2,26.0,10.4,22.0,0.0,0.51,14.0,33.0,0.175,0.03,2.0,8.0,0.035,0.01,0.1,0.41,0.9,4.5,3.3,4.4,2.0,24.0,1.4,2.1,1.5,2.1,0.12,2.0,0.0207783378361025
15.2,1.0,1.0,17.6,6.8,10.0,0.0,0.51,14.0,16.0,0.105,0.01,2.0,14.0,0.105,0.04,0.1,0.27,0.6,2.1,2.3,3.6,5.0,27.0,0.4,0.6,1.5,0.5,0.49,1.6,0.0806954274571774
10.4,5.8,4.6,17.6,12.8,40.0,0.0,0.51,14.0,33.0,0.175,0.03,2.0,27.0,0.07,0.07,0.1,0.46,1.5,2.4,3.9,2.0,5.0,27.0,2.7,2.2,3.2,2.3,1.17,1.5,0.111386196645443
16.4,4.6,11.8,22.4,5.6,4.0,0.0,0.5,14.0,33.0,0.14,0.07,2.0,17.0,0.105,0.05,0.1,0.36,0.5,2.3,2.9,2.6,0.0,25.0,3.9,5.0,1.7,4.0,0.41,2.0,0.0565476732054497
18.8,10.6,7.0,8.0,6.8,31.6,0.0,0.5,14.0,25.0,0.105,0.02,2.0,18.0,0.14,0.09,0.1,0.24,0.7,1.7,3.1,4.5,27.0,18.0,4.5,4.9,4.2,4.6,0.27,2.9,0.13383996263632
