w1,l1_leg,l1_top,l1_center,l2,h1,l2_tap,ratio,Tx_turns,Tx_tap,Tx_height,Tx_preg,Rx_turns,Rx_tap,Rx_height,Rx_preg,g1,g2,Tx_space_x,Tx_space_y,Rx_space_x,Rx_space_y,core_N_w1,core_P_w1,Tx_layer_space_x,Tx_layer_space_y,Rx_layer_space_x,Rx_layer_space_y,Tx_width,Rx_width,B_mean_leg_center
8.0,2.2,3.4,15.2,22.4,29.2,0.0,0.51,14.0,14.0,0.175,0.05,2.0,18.0,0.105,0.04,0.1,0.33,2.9,1.8,4.5,3.9,28.0,1.0,1.0,0.6,3.3,0.7,0.33,3.7,0.176924363526169
12.8,2.2,2.2,20.0,8.0,10.0,0.0,0.5,14.0,15.0,0.105,0.07,2.0,14.0,0.105,0.1,0.1,0.3,0.7,0.3,5.0,4.8,23.0,27.0,3.6,3.2,2.1,2.2,0.19,2.1,0.0873391190064663
27.2,9.4,1.0,9.2,6.8,42.4,0.0,0.51,14.0,32.0,0.07,0.02,2.0,15.0,0.035,0.03,0.1,0.15,0.5,2.0,3.6,2.6,14.0,2.0,3.8,1.1,0.7,3.6,0.43,1.4,0.0815591858517699
12.8,11.8,2.2,17.6,5.6,38.8,0.0,0.51,14.0,26.0,0.175,0.06,2.0,23.0,0.105,0.01,0.1,0.18,0.6,1.2,2.7,3.5,24.0,12.0,1.1,1.1,3.6,0.3,0.49,2.2,0.0893924444647743
12.8,3.4,2.2,17.6,20.0,12.4,0.0,0.5,14.0,34.0,0.105,0.09,2.0,15.0,0.14,0.09,0.1,0.22,1.7,1.6,4.5,5.0,23.0,17.0,4.0,4.1,1.0,3.9,0.77,2.9,0.0946593352881853
12.8,13.0,2.2,18.8,17.6,43.6,0.0,0.51,14.0,28.0,0.14,0.04,2.0,13.0,0.07,0.05,0.1,0.17,1.7,2.2,4.1,2.9,16.0,10.0,4.5,2.8,0.1,4.8,1.33,1.5,0.0854093914549621
8.0,13.0,3.4,23.6,10.4,43.6,0.0,0.51,14.0,26.0,0.14,0.08,2.0,13.0,0.14,0.03,0.1,0.24,1.0,2.9,3.5,4.1,29.0,2.0,1.8,3.4,3.7,2.3,0.88,2.1,0.106348523295682
12.8,4.6,2.2,23.6,20.0,16.0,0.0,0.51,14.0,11.0,0.07,0.01,2.0,27.0,0.14,0.09,0.1,0.26,2.1,0.3,4.3,3.8,7.0,18.0,4.9,1.5,4.3,3.5,0.21,2.2,0.0718230042646061
12.8,4.6,2.2,8.0,6.8,53.2,0.0,0.51,14.0,28.0,0.105,0.03,2.0,31.0,0.14,0.08,0.1,0.32,0.3,0.3,3.2,3.5,19.0,7.0,1.1,1.1,4.9,5.0,0.25,1.9,0.202946733955133
12.8,13.0,2.2,12.8,23.6,29.2,0.0,0.51,14.0,21.0,0.105,0.09,2.0,13.0,0.14,0.09,0.1,0.33,1.5,1.9,4.5,4.5,6.0,20.0,4.1,3.9,4.4,1.0,1.04,3.3,0.122406821967237
12.8,3.4,2.2,23.6,23.6,24.4,0.0,0.51,14.0,18.0,0.07,0.05,2.0,14.0,0.14,0.06,0.1,0.45,2.5,1.8,4.8,3.8,26.0,10.0,0.1,2.7,0.4,3.9,0.86,3.1,0.0691052017882211
12.8,5.8,2.2,15.2,21.2,43.6,0.0,0.5,14.0,14.0,0.105,0.02,2.0,27.0,0.14,0.05,0.1,0.32,2.4,1.3,3.8,3.0,26.0,12.0,1.9,0.4,4.8,1.1,1.28,2.9,0.107268564951081
12.8,7.0,2.2,17.6,17.6,52.0,0.0,0.51,14.0,28.0,0.07,0.07,2.0,17.0,0.105,0.03,0.1,0.21,0.8,1.7,4.3,3.1,2.0,20.0,1.9,4.2,1.2,0.9,0.74,2.4,0.0916458345101147
32.0,4.6,2.2,12.8,22.4,7.6,0.0,0.5,14.0,29.0,0.105,0.04,2.0,31.0,0.07,0.04,0.1,0.43,2.7,2.3,5.0,4.7,5.0,21.0,4.8,3.9,3.9,1.9,0.48,4.4,0.11937958602195
32.0,4.6,2.2,12.8,22.4,7.6,0.0,0.5,14.0,29.0,0.105,0.04,2.0,31.0,0.07,0.04,0.1,0.43,2.7,2.3,5.0,4.7,5.0,21.0,4.8,3.9,3.9,1.9,0.48,4.4,0.11937958602195
32.0,4.6,2.2,12.8,22.4,7.6,0.0,0.5,14.0,29.0,0.105,0.04,2.0,31.0,0.07,0.04,0.1,0.43,2.7,2.3,5.0,4.7,5.0,21.0,4.8,3.9,3.9,1.9,0.48,4.4,0.11937958602195
29.6,8.2,1.0,14.0,6.8,52.0,0.0,0.5,14.0,22.0,0.105,0.08,2.0,14.0,0.105,0.1,0.1,0.33,0.7,0.9,2.8,3.3,13.0,29.0,1.7,2.5,3.2,4.3,0.55,1.7,0.0488803261987191
29.6,8.2,1.0,14.0,6.8,52.0,0.0,0.5,14.0,22.0,0.105,0.08,2.0,14.0,0.105,0.1,0.1,0.33,0.7,0.9,2.8,3.3,13.0,29.0,1.7,2.5,3.2,4.3,0.55,1.7,0.0488803261987191
29.6,8.2,1.0,14.0,6.8,52.0,0.0,0.5,14.0,22.0,0.105,0.08,2.0,14.0,0.105,0.1,0.1,0.33,0.7,0.9,2.8,3.3,13.0,29.0,1.7,2.5,3.2,4.3,0.55,1.7,0.0488803261987191
8.0,3.4,3.4,22.4,14.0,43.6,0.0,0.51,14.0,22.0,0.175,0.1,2.0,35.0,0.07,0.06,0.1,0.5,1.7,1.2,4.5,4.8,9.0,8.0,0.4,4.2,1.7,3.3,0.89,2.3,0.116646100417248
4.4,7.0,7.0,22.4,3.2,53.2,0.0,0.51,14.0,24.0,0.105,0.02,2.0,16.0,0.035,0.01,0.1,0.02,0.2,2.0,1.5,4.7,20.0,11.0,0.7,0.7,2.6,0.9,0.1,1.0,0.207858792573442
6.8,11.8,4.6,24.8,6.8,42.4,0.0,0.51,14.0,4.0,0.105,0.03,2.0,27.0,0.105,0.01,0.1,0.24,0.9,0.5,2.6,4.9,11.0,9.0,2.5,4.4,2.2,3.1,0.21,1.3,0.12509530674761
30.8,5.8,1.0,10.4,6.8,28.0,0.0,0.51,14.0,25.0,0.07,0.01,2.0,16.0,0.14,0.06,0.1,0.42,0.6,2.2,1.1,2.1,17.0,8.0,1.4,1.6,4.7,1.2,0.11,1.0,0.0650942992428583
9.2,7.0,3.4,10.4,20.0,43.6,0.0,0.51,14.0,29.0,0.07,0.03,2.0,17.0,0.14,0.04,0.1,0.29,2.7,1.9,5.0,2.1,12.0,16.0,2.6,0.6,2.7,2.5,0.15,1.9,0.217355847011742
14.0,3.4,2.2,26.0,20.0,20.8,0.0,0.5,14.0,24.0,0.175,0.04,2.0,28.0,0.175,0.1,0.1,0.47,2.5,0.4,4.3,5.0,30.0,26.0,3.1,1.7,4.6,5.0,0.12,2.1,0.0609873626342139
32.0,7.0,1.0,5.6,5.6,28.0,0.0,0.51,14.0,34.0,0.105,0.05,2.0,20.0,0.14,0.06,0.1,0.23,0.3,0.9,3.5,2.2,4.0,10.0,0.9,1.3,1.3,0.6,0.24,1.9,0.114435673089127
12.8,5.8,2.2,22.4,18.8,42.4,0.0,0.51,14.0,15.0,0.14,0.09,2.0,18.0,0.14,0.08,0.1,0.37,1.2,1.3,4.0,4.9,5.0,1.0,3.3,4.3,2.2,4.5,0.75,2.9,0.0684094683204251
14.0,3.4,2.2,20.0,14.0,41.2,0.0,0.51,14.0,34.0,0.14,0.1,2.0,14.0,0.07,0.07,0.1,0.2,1.3,4.1,3.1,3.2,8.0,5.0,4.8,0.5,0.1,0.9,0.12,2.2,0.0758930591276033
14.0,9.4,2.2,23.6,17.6,11.2,0.0,0.51,14.0,19.0,0.14,0.02,2.0,25.0,0.105,0.03,0.1,0.31,1.6,2.5,3.5,3.5,5.0,15.0,1.5,2.8,2.5,3.4,0.18,1.9,0.0624242841604961
30.8,2.2,1.0,5.6,6.8,49.6,0.0,0.5,14.0,19.0,0.175,0.09,2.0,24.0,0.175,0.05,0.1,0.19,0.4,0.8,2.8,4.2,10.0,1.0,0.8,0.1,2.2,0.7,0.38,2.3,0.119387483508362
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,0.180209732561142
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,0.180209732561142
5.6,8.2,5.8,20.0,3.2,42.4,0.0,0.51,14.0,27.0,0.105,0.1,2.0,30.0,0.175,0.09,0.1,0.29,0.3,2.6,1.5,4.7,3.0,11.0,4.4,3.6,4.0,5.0,0.14,1.1,0.180209732561142
14.0,4.6,2.2,11.6,15.2,49.6,0.0,0.51,14.0,34.0,0.175,0.04,2.0,33.0,0.105,0.01,0.1,0.29,0.8,0.6,4.7,2.4,25.0,19.0,4.7,4.8,3.7,2.8,0.42,1.8,0.129763582551857
9.2,13.0,3.4,18.8,18.8,11.2,0.0,0.51,14.0,24.0,0.14,0.08,2.0,28.0,0.175,0.07,0.1,0.35,1.4,1.7,4.7,4.4,11.0,8.0,2.9,1.8,2.6,4.1,0.69,2.5,0.115595740809329
14.0,2.2,2.2,11.6,26.0,25.6,0.0,0.5,14.0,32.0,0.175,0.09,2.0,25.0,0.175,0.09,0.1,0.29,3.1,1.3,4.4,4.1,22.0,28.0,1.6,4.4,4.0,3.6,0.2,3.6,0.127481062369639
14.0,2.2,2.2,11.6,26.0,25.6,0.0,0.5,14.0,32.0,0.175,0.09,2.0,25.0,0.175,0.09,0.1,0.29,3.1,1.3,4.4,4.1,22.0,28.0,1.6,4.4,4.0,3.6,0.2,3.6,0.127481062369639
14.0,2.2,2.2,11.6,26.0,25.6,0.0,0.5,14.0,32.0,0.175,0.09,2.0,25.0,0.175,0.09,0.1,0.29,3.1,1.3,4.4,4.1,22.0,28.0,1.6,4.4,4.0,3.6,0.2,3.6,0.127481062369639
9.2,5.8,3.4,10.4,12.8,13.6,0.0,0.5,14.0,28.0,0.175,0.02,2.0,15.0,0.14,0.03,0.1,0.5,0.8,1.9,3.3,4.6,14.0,18.0,2.8,3.6,4.3,4.7,0.78,2.6,0.209217252247091
14.0,4.6,2.2,10.4,17.6,32.8,0.0,0.51,14.0,24.0,0.175,0.01,2.0,9.0,0.14,0.09,0.1,0.39,1.7,0.9,3.3,4.6,12.0,16.0,4.5,0.2,3.4,4.6,0.19,2.6,0.140738380537876
30.8,4.6,1.0,11.6,8.0,29.2,0.0,0.5,14.0,19.0,0.105,0.07,2.0,29.0,0.07,0.06,0.1,0.35,0.7,1.3,4.5,4.3,6.0,30.0,4.1,1.0,1.1,3.0,0.34,1.0,0.0580916433954102
14.0,13.0,2.2,14.0,16.4,43.6,0.0,0.5,14.0,29.0,0.175,0.05,2.0,25.0,0.035,0.01,0.1,0.27,0.7,3.7,4.0,3.5,8.0,29.0,3.7,1.7,2.8,0.8,0.22,2.4,0.102122797066929
4.4,4.6,7.0,21.2,3.2,53.2,0.0,0.5,14.0,23.0,0.035,0.02,2.0,6.0,0.175,0.06,0.1,0.37,0.2,1.8,1.6,1.2,15.0,6.0,2.9,2.3,0.2,1.5,0.11,1.0,0.224850892303853
33.2,5.8,1.0,8.0,5.6,41.2,0.0,0.5,14.0,16.0,0.105,0.05,2.0,16.0,0.175,0.09,0.1,0.49,0.5,0.5,4.1,3.3,13.0,1.0,2.0,3.2,3.0,0.6,0.49,1.0,0.0769094552797255
9.2,3.4,3.4,10.4,8.0,50.8,0.0,0.51,14.0,28.0,0.175,0.02,2.0,7.0,0.105,0.06,0.1,0.1,1.0,2.1,4.2,4.1,3.0,1.0,3.8,4.2,3.6,4.1,0.18,1.9,0.215044827643426
9.2,11.8,3.4,16.4,14.0,35.2,0.0,0.5,14.0,35.0,0.035,0.03,2.0,10.0,0.105,0.06,0.1,0.5,1.4,3.4,4.6,3.9,16.0,27.0,3.3,0.1,4.9,2.4,0.54,3.4,0.129256987251057
6.8,9.4,4.6,24.8,11.6,38.8,0.0,0.51,14.0,29.0,0.07,0.04,2.0,21.0,0.105,0.06,0.1,0.19,1.4,3.6,3.9,3.6,21.0,12.0,3.8,2.0,2.8,4.3,0.62,3.1,0.119769561355435
9.2,5.8,3.4,21.2,10.4,32.8,0.0,0.51,14.0,24.0,0.105,0.06,2.0,8.0,0.14,0.02,0.1,0.27,0.9,2.8,4.8,4.7,30.0,2.0,0.6,2.9,4.3,2.3,0.22,1.1,0.104681588664295
14.0,7.0,2.2,9.2,9.2,43.6,0.0,0.5,14.0,8.0,0.105,0.06,2.0,10.0,0.14,0.03,0.1,0.37,1.1,0.7,2.8,1.2,15.0,0.0,2.4,4.6,2.0,1.9,0.67,1.1,0.156719464072802
5.6,9.4,5.8,15.2,5.6,42.4,0.0,0.5,14.0,31.0,0.105,0.05,2.0,17.0,0.14,0.05,0.1,0.21,0.7,3.8,3.0,2.7,11.0,22.0,4.3,4.6,3.3,0.4,0.17,2.0,0.232857497852954
9.2,3.4,3.4,16.4,8.0,37.6,0.0,0.51,14.0,31.0,0.175,0.02,2.0,10.0,0.14,0.01,0.1,0.46,0.9,2.2,4.6,5.0,25.0,15.0,4.3,0.9,2.9,3.6,0.15,2.2,0.137871623660256
5.6,4.6,5.8,24.8,8.0,31.6,0.0,0.5,14.0,35.0,0.175,0.05,2.0,25.0,0.105,0.06,0.1,0.19,0.7,3.0,4.5,3.4,6.0,23.0,1.0,2.2,1.3,3.8,0.61,2.7,0.149670334333176
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,0.235347187136206
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,0.235347187136206
15.2,8.2,2.2,5.6,21.2,47.2,0.0,0.5,14.0,7.0,0.14,0.02,2.0,33.0,0.07,0.04,0.1,0.45,2.2,0.6,4.8,2.3,7.0,29.0,2.3,0.1,4.2,5.0,0.43,1.7,0.235347187136206
5.6,3.4,5.8,16.4,9.2,26.8,0.0,0.5,14.0,30.0,0.07,0.01,2.0,5.0,0.105,0.09,0.1,0.35,1.1,1.6,4.5,2.5,26.0,13.0,1.7,5.0,0.5,3.5,0.57,2.1,0.225617897137679
15.2,9.4,2.2,11.6,9.2,32.8,0.0,0.51,14.0,28.0,0.175,0.04,2.0,23.0,0.035,0.02,0.1,0.47,1.2,1.1,3.6,2.9,11.0,21.0,4.8,1.7,2.6,3.3,0.49,2.7,0.113824310736443
33.2,8.2,1.0,6.8,11.6,26.8,0.0,0.5,14.0,21.0,0.035,0.02,2.0,33.0,0.14,0.08,0.1,0.23,1.4,2.0,5.0,2.2,2.0,4.0,3.6,3.7,3.6,4.4,0.38,1.0,0.0886432813803191
15.2,11.8,2.2,11.6,15.2,16.0,0.0,0.51,14.0,24.0,0.14,0.06,2.0,34.0,0.105,0.1,0.1,0.15,1.6,2.8,4.8,4.9,23.0,21.0,4.0,3.2,0.1,2.5,0.15,4.1,0.115570426002521
15.2,4.6,2.2,9.2,3.2,50.8,0.0,0.51,14.0,30.0,0.175,0.05,2.0,5.0,0.14,0.07,0.1,0.34,0.3,3.2,2.1,2.0,29.0,2.0,1.3,1.8,1.9,1.7,0.16,1.0,0.145245311184995
10.4,9.4,3.4,15.2,15.2,50.8,0.0,0.51,14.0,13.0,0.105,0.03,2.0,13.0,0.175,0.06,0.1,0.4,0.6,1.3,2.8,3.6,5.0,29.0,3.8,3.2,0.7,3.0,0.47,1.8,0.127985658013277
15.2,11.8,2.2,12.8,17.6,31.6,0.0,0.5,14.0,25.0,0.105,0.1,2.0,14.0,0.14,0.09,0.1,0.46,1.7,1.4,4.5,3.9,22.0,7.0,4.8,4.0,0.2,3.7,1.35,3.7,0.103748033411965
22.4,5.8,3.4,16.4,5.6,7.6,0.0,0.5,14.0,19.0,0.105,0.01,2.0,25.0,0.105,0.06,0.1,0.27,0.4,1.3,1.4,3.1,18.0,26.0,0.3,3.9,0.4,3.4,0.18,1.0,0.0710720740633553
15.2,4.6,2.2,22.4,23.6,19.6,0.0,0.51,14.0,33.0,0.175,0.1,2.0,25.0,0.105,0.07,0.1,0.16,2.5,1.2,5.0,4.0,25.0,26.0,4.6,2.2,2.2,4.2,0.99,3.4,0.0600296699972419
34.4,5.8,1.0,4.4,14.0,24.4,0.0,0.51,14.0,27.0,0.105,0.09,2.0,13.0,0.175,0.01,0.1,0.43,1.7,2.5,4.7,4.5,4.0,10.0,0.4,3.1,0.5,2.6,0.61,4.4,0.130673539672553
36.8,8.2,1.0,3.2,8.0,30.4,0.0,0.51,14.0,21.0,0.175,0.05,2.0,7.0,0.07,0.06,0.1,0.43,0.4,0.5,4.6,3.3,25.0,0.0,4.5,4.0,3.2,0.2,0.26,1.2,0.168310230277565
16.4,9.4,2.2,14.0,10.4,42.4,0.0,0.5,14.0,25.0,0.175,0.09,2.0,18.0,0.175,0.05,0.1,0.36,0.9,2.0,2.5,3.0,15.0,29.0,0.9,0.5,2.2,0.2,0.84,1.7,0.0895412974711755
35.6,4.6,1.0,15.2,6.8,26.8,0.0,0.51,14.0,20.0,0.07,0.03,2.0,21.0,0.105,0.08,0.1,0.23,0.3,1.7,3.3,4.0,24.0,27.0,0.7,1.6,1.4,2.1,0.14,2.4,0.0385812452695613
34.4,3.4,1.0,9.2,6.8,23.2,0.0,0.51,14.0,30.0,0.105,0.06,2.0,31.0,0.14,0.06,0.1,0.18,0.8,2.3,3.0,4.3,20.0,16.0,1.3,3.6,2.4,2.6,0.21,1.5,0.0645514068806769
10.4,7.0,3.4,15.2,17.6,5.2,0.0,0.51,14.0,13.0,0.07,0.07,2.0,32.0,0.035,0.03,0.1,0.26,1.0,1.3,4.2,3.5,10.0,9.0,4.1,3.9,0.3,3.2,0.19,2.5,0.127863231856476
34.4,3.4,1.0,16.4,6.8,53.2,0.0,0.51,14.0,21.0,0.175,0.02,2.0,8.0,0.14,0.09,0.1,0.36,0.4,1.0,4.3,2.3,20.0,20.0,3.5,4.8,4.4,0.5,0.32,1.0,0.0371739407587232
16.4,2.2,2.2,24.8,15.2,8.8,0.0,0.51,14.0,35.0,0.14,0.07,2.0,22.0,0.105,0.04,0.1,0.2,1.8,2.1,4.7,4.5,29.0,11.0,1.1,0.2,4.3,0.6,1.21,3.6,0.0519992834315071
17.6,2.2,2.2,14.0,17.6,19.6,0.0,0.51,14.0,28.0,0.14,0.04,2.0,35.0,0.175,0.09,0.1,0.22,1.7,2.9,3.5,3.9,27.0,10.0,1.4,0.8,3.7,4.6,1.44,3.2,0.089823997389042
8.0,3.4,4.6,18.8,4.4,22.0,0.0,0.5,14.0,25.0,0.14,0.06,2.0,28.0,0.14,0.09,0.1,0.4,0.5,1.3,1.8,1.9,13.0,25.0,0.6,3.0,0.8,4.9,0.13,1.4,0.140093317045485
17.6,7.0,2.2,16.4,3.2,29.2,0.0,0.5,14.0,27.0,0.175,0.08,2.0,29.0,0.105,0.08,0.1,0.36,0.4,0.6,1.5,4.2,12.0,15.0,1.0,2.1,2.1,0.6,0.29,1.2,0.0712664331648201
16.4,13.0,2.2,11.6,10.4,37.6,0.0,0.5,14.0,33.0,0.175,0.08,2.0,21.0,0.105,0.06,0.1,0.17,0.5,2.6,4.8,4.5,6.0,20.0,0.8,4.7,3.1,0.6,0.28,3.9,0.107010246207491
16.4,13.0,2.2,11.6,10.4,37.6,0.0,0.5,14.0,33.0,0.175,0.08,2.0,21.0,0.105,0.06,0.1,0.17,0.5,2.6,4.8,4.5,6.0,20.0,0.8,4.7,3.1,0.6,0.28,3.9,0.107010246207491
16.4,13.0,2.2,11.6,10.4,37.6,0.0,0.5,14.0,33.0,0.175,0.08,2.0,21.0,0.105,0.06,0.1,0.17,0.5,2.6,4.8,4.5,6.0,20.0,0.8,4.7,3.1,0.6,0.28,3.9,0.107010246207491
17.6,2.2,2.2,5.6,22.4,48.4,0.0,0.51,14.0,29.0,0.14,0.03,2.0,35.0,0.14,0.07,0.1,0.19,2.2,2.0,4.7,2.6,12.0,26.0,4.9,3.4,0.2,1.6,0.26,2.1,0.214876404300568
17.6,2.2,2.2,5.6,22.4,48.4,0.0,0.51,14.0,29.0,0.14,0.03,2.0,35.0,0.14,0.07,0.1,0.19,2.2,2.0,4.7,2.6,12.0,26.0,4.9,3.4,0.2,1.6,0.26,2.1,0.214876404300568
17.6,2.2,2.2,5.6,22.4,48.4,0.0,0.51,14.0,29.0,0.14,0.03,2.0,35.0,0.14,0.07,0.1,0.19,2.2,2.0,4.7,2.6,12.0,26.0,4.9,3.4,0.2,1.6,0.26,2.1,0.214876404300568
17.6,3.4,2.2,11.6,18.8,28.0,0.0,0.51,14.0,27.0,0.07,0.03,2.0,9.0,0.175,0.02,0.1,0.35,1.6,3.5,4.6,4.5,12.0,8.0,4.1,3.3,2.4,2.5,0.48,1.1,0.102624131345699
6.8,9.4,5.8,21.2,4.4,31.6,0.0,0.5,14.0,35.0,0.14,0.08,2.0,35.0,0.175,0.09,0.1,0.27,0.3,2.1,1.2,3.2,16.0,28.0,2.1,1.2,1.4,0.9,0.18,1.0,0.14145118034936
11.6,9.4,3.4,17.6,24.8,14.8,0.0,0.51,14.0,17.0,0.14,0.04,2.0,20.0,0.105,0.07,0.1,0.27,3.3,1.6,4.1,4.7,9.0,13.0,3.1,4.3,2.6,3.8,0.51,3.4,0.102109641628953
11.6,9.4,3.4,17.6,24.8,14.8,0.0,0.51,14.0,17.0,0.14,0.04,2.0,20.0,0.105,0.07,0.1,0.27,3.3,1.6,4.1,4.7,9.0,13.0,3.1,4.3,2.6,3.8,0.51,3.4,0.102109641628953
11.6,9.4,3.4,17.6,24.8,14.8,0.0,0.51,14.0,17.0,0.14,0.04,2.0,20.0,0.105,0.07,0.1,0.27,3.3,1.6,4.1,4.7,9.0,13.0,3.1,4.3,2.6,3.8,0.51,3.4,0.102109641628953
36.8,2.2,1.0,14.0,14.0,28.0,0.0,0.5,14.0,19.0,0.175,0.09,2.0,6.0,0.105,0.05,0.1,0.42,1.7,0.6,3.7,2.4,0.0,26.0,3.2,3.6,4.1,0.4,0.26,2.1,0.0408525669471649
11.6,8.2,3.4,15.2,18.8,16.0,0.0,0.51,14.0,23.0,0.175,0.05,2.0,12.0,0.105,0.05,0.1,0.42,1.9,1.5,3.5,4.8,12.0,20.0,0.6,3.9,3.3,0.1,0.43,2.3,0.116045057754259
5.6,5.8,7.0,15.2,4.4,52.0,0.0,0.5,14.0,34.0,0.175,0.09,2.0,26.0,0.035,0.02,0.1,0.47,0.3,1.4,2.6,1.8,13.0,28.0,2.4,0.4,1.5,3.6,0.19,1.4,0.244449022791743
16.4,5.8,2.2,20.0,26.0,53.2,0.0,0.5,14.0,30.0,0.105,0.01,2.0,22.0,0.035,0.01,0.1,0.44,1.2,2.1,4.1,4.6,15.0,25.0,1.6,4.1,4.7,2.3,1.04,3.9,0.0622815563484614
38.0,2.2,1.0,15.2,11.6,34.0,0.0,0.5,14.0,35.0,0.14,0.02,2.0,17.0,0.14,0.03,0.1,0.19,1.3,4.2,4.2,2.8,11.0,24.0,4.4,1.6,1.5,0.1,0.92,2.0,0.0366368934058447
6.8,8.2,5.8,26.0,3.2,6.4,0.0,0.5,14.0,18.0,0.175,0.03,2.0,5.0,0.14,0.09,0.1,0.17,0.4,1.5,2.0,2.2,14.0,23.0,4.9,1.7,2.6,2.2,0.15,1.1,0.115991163361904
17.6,4.6,2.2,14.0,20.0,48.4,0.0,0.51,14.0,29.0,0.175,0.09,2.0,16.0,0.105,0.1,0.1,0.4,2.4,3.2,4.7,4.0,13.0,18.0,4.1,1.1,2.0,3.1,1.41,1.5,0.0851250154468101
18.8,9.4,2.2,23.6,9.2,34.0,0.0,0.51,14.0,21.0,0.175,0.1,2.0,11.0,0.105,0.01,0.1,0.35,1.1,1.8,3.7,4.0,14.0,3.0,0.2,1.4,0.3,4.2,0.35,3.1,0.0472990681189791
39.2,5.8,1.0,23.6,3.2,16.0,0.0,0.5,14.0,6.0,0.175,0.05,2.0,32.0,0.14,0.1,0.1,0.2,0.3,0.5,1.5,4.7,18.0,2.0,0.1,2.3,4.0,0.6,0.2,1.3,0.022592102710714
39.2,7.0,1.0,9.2,11.6,16.0,0.0,0.5,14.0,21.0,0.14,0.06,2.0,12.0,0.105,0.07,0.1,0.19,1.1,0.7,2.9,3.0,26.0,23.0,1.7,4.7,2.8,0.3,0.22,2.1,0.0566212302360139
18.8,4.6,2.2,16.4,16.4,35.2,0.0,0.51,14.0,34.0,0.105,0.08,2.0,28.0,0.175,0.1,0.1,0.39,1.5,1.9,4.0,3.9,5.0,22.0,1.0,0.7,0.7,1.7,0.42,2.4,0.0695552440848103
17.6,11.8,2.2,21.2,15.2,47.2,0.0,0.51,14.0,35.0,0.07,0.01,2.0,28.0,0.14,0.02,0.1,0.2,1.5,4.7,3.9,5.0,6.0,30.0,1.0,3.0,1.5,4.1,0.64,3.2,0.0550397767479346
11.6,8.2,3.4,12.8,6.8,30.4,0.0,0.5,14.0,32.0,0.105,0.01,2.0,23.0,0.105,0.08,0.1,0.34,0.9,0.4,5.0,4.9,21.0,4.0,4.2,2.1,3.5,4.6,0.26,1.1,0.140327349981494
38.0,1.0,1.0,26.0,8.0,43.6,0.0,0.51,14.0,32.0,0.14,0.04,2.0,9.0,0.14,0.06,0.1,0.49,0.7,2.5,1.7,4.7,26.0,24.0,2.3,4.6,3.4,3.9,0.26,1.2,0.0224820088904711
9.2,11.8,4.6,16.4,6.8,49.6,0.0,0.5,14.0,17.0,0.14,0.1,2.0,33.0,0.14,0.02,0.1,0.5,0.4,0.6,3.2,2.3,11.0,26.0,3.9,2.8,4.3,4.0,0.17,1.7,0.138998886239111
39.2,7.0,1.0,20.0,5.6,20.8,0.0,0.51,14.0,27.0,0.14,0.07,2.0,9.0,0.175,0.09,0.1,0.41,0.4,1.3,2.0,4.3,28.0,0.0,4.6,3.1,3.2,3.8,0.24,1.5,0.026371540120421
11.6,4.6,3.4,22.4,4.4,22.0,0.0,0.51,14.0,33.0,0.175,0.07,2.0,20.0,0.105,0.07,0.1,0.17,0.3,3.0,2.2,4.9,25.0,17.0,5.0,0.2,2.0,5.0,0.14,1.5,0.0780388043447402
11.6,5.8,3.4,12.8,23.6,25.6,0.0,0.5,14.0,13.0,0.175,0.07,2.0,19.0,0.175,0.09,0.1,0.39,2.2,0.9,4.7,4.8,1.0,25.0,4.4,2.4,1.9,3.8,0.42,2.7,0.137094255113435
6.8,8.2,5.8,12.8,14.0,53.2,0.0,0.51,14.0,28.0,0.175,0.06,2.0,33.0,0.105,0.07,0.1,0.28,1.4,1.5,5.0,4.6,16.0,27.0,3.8,1.2,0.4,4.3,1.13,3.1,0.225636946960311
11.6,10.6,3.4,17.6,16.4,40.0,0.0,0.5,14.0,23.0,0.14,0.03,2.0,34.0,0.035,0.01,0.1,0.04,1.4,0.9,3.8,4.8,13.0,9.0,0.3,4.9,1.8,4.1,0.28,1.6,0.100361166475573
18.8,10.6,2.2,17.6,16.4,32.8,0.0,0.5,14.0,24.0,0.105,0.09,2.0,12.0,0.07,0.05,0.1,0.29,2.1,2.1,4.9,2.1,19.0,17.0,0.1,0.8,1.7,2.3,0.92,1.4,0.0619866260634687
